0	8192	129168	138614	47	
1	8192	173602	169259	192	
1	8192	197660	206218	177	
1	8192	211458	188987	303	
2	16384	207971	256789	359	
2	16384	217676	242146	408	
0	8192	124077	154826	103	
0	8192	154382	163605	159	
2	16384	219431	171381	416	
0	8192	86789	140357	72	
0	8192	119736	111574	143	
0	8192	153446	132859	168	
0	8192	76480	170061	212	
1	8192	220768	139046	286	
1	8192	199854	157596	381	
1	8192	250503	127102	238	
1	8192	209567	187822	216	
1	8192	175786	148239	177	
1	8192	200210	139201	180	
0	8192	157774	110946	216	
1	8192	109730	142685	354	
2	16384	275538	285609	387	
1	8192	181742	177409	175	
2	16384	261135	244608	328	
1	8192	131089	99000	334	
1	8192	263386	158402	277	
0	8192	111670	154868	91	
2	16384	262215	282833	600	
1	8192	163806	134957	271	
2	16384	247118	189608	493	
1	8192	189334	163234	219	
1	8192	142017	103585	251	
2	16384	329657	260020	416	
1	8192	212309	182689	259	
1	8192	215348	104808	214	
1	8192	204209	138319	177	
1	8192	218583	73349	178	
0	8192	104208	146443	166	
0	8192	84961	178553	167	
0	8192	71628	164473	332	
1	8192	245323	196351	293	
1	8192	168969	114882	226	
1	8192	232034	107455	84	
1	8192	190351	174469	224	
1	8192	131676	118324	216	
1	8192	214083	130067	237	
0	8192	125967	163257	175	
1	8192	221017	159896	211	
1	8192	242842	186496	237	
0	8192	123744	146183	163	
2	16384	309330	318154	430	
0	8192	128264	143913	279	
0	8192	186232	144914	151	
1	8192	181071	152179	189	
1	8192	171015	178226	233	
1	8192	219867	177886	326	
0	8192	105147	135816	170	
1	8192	117716	95037	287	
1	8192	261461	165132	273	
1	8192	174379	155286	174	
2	16384	338927	299747	445	
0	8192	169295	95672	194	
1	8192	140857	168773	191	
1	8192	163655	129036	192	
1	8192	222214	226468	368	
2	16384	254733	222041	425	
0	8192	128574	163648	227	
1	8192	166476	185757	254	
1	8192	196501	173088	346	
0	8192	147028	163597	149	
0	8192	151033	151657	215	
2	16384	366555	306868	189	
1	8192	146526	179958	290	
2	16384	257514	247435	446	
2	16384	348663	275365	140	
0	8192	166610	143279	215	
2	16384	271965	288515	341	
1	8192	186703	87043	142	
0	8192	162429	138242	167	
2	16384	208898	348770	354	
0	8192	81476	181716	207	
2	16384	185861	383887	152	
2	16384	308108	213594	274	
0	8192	111363	176875	104	
2	16384	237241	316157	200	
1	8192	235131	172710	81	
1	8192	207876	108191	232	
2	16384	289115	255817	505	
2	16384	257864	295344	261	
2	16384	183694	281451	395	
1	8192	209492	141034	248	
2	16384	255238	290394	314	
1	8192	228673	167478	312	
2	16384	270802	315004	506	
1	8192	186345	165059	390	
0	8192	197519	137154	221	
1	8192	236712	149353	309	
0	8192	144014	152688	178	
0	8192	152337	107501	220	
1	8192	152769	188546	277	
193950.57142857142	181972.36607142858	253.08928571428572	
0.3341149478050396	0.3797326257558584	0.43446498310513115	
2	16384	253140	199990	337	
2	16384	265530	359983	310	
0	8192	125134	145179	150	
1	8192	53772	48442	87	
2	16384	248075	334127	361	
2	16384	349230	300467	219	
1	8192	159907	169704	84	
0	8192	128051	83333	111	
1	8192	137890	113706	197	
0	8192	157342	164487	84	
1	8192	228582	177610	219	
1	8192	210127	210541	319	
0	8192	132347	131473	202	
1	8192	170220	133077	157	
1	8192	162096	170664	158	
2	16384	264879	294018	250	
1	8192	185740	170532	191	
1	8192	179258	147955	320	
1	8192	180401	191556	141	
0	8192	146674	169297	192	
1	8192	155736	191835	291	
2	16384	211079	278084	265	
0	8192	175275	124836	117	
1	8192	156789	157596	340	
0	8192	135481	172724	131	
1	8192	151803	139400	154	
2	16384	217589	275549	368	
0	8192	136417	172788	201	
1	8192	132685	159274	171	
1	8192	185996	182075	316	
0	8192	160834	178899	289	
2	16384	350580	300882	366	
1	8192	207901	116344	208	
2	16384	210667	242558	237	
1	8192	190281	215681	118	
1	8192	192923	178630	251	
0	8192	102691	173948	184	
1	8192	207974	153437	220	
1	8192	156171	200698	244	
1	8192	160922	95094	347	
2	16384	278279	298978	209	
2	16384	240916	271738	270	
0	8192	134244	106495	128	
0	8192	119052	129916	221	
1	8192	166986	186338	289	
1	8192	133781	166851	175	
1	8192	197650	126872	245	
1	8192	171571	68792	113	
1	8192	171312	126696	216	
2	16384	276752	300753	268	
2	16384	262014	280528	552	
1	8192	197607	163676	294	
2	16384	175501	297995	500	
0	8192	111818	178009	131	
0	8192	110915	198233	94	
183392.4909090909	187788.05454545454	229.3090909090909	
0.3159942526523043	0.3730946401916074	0.4319843845781403	
